name,code,pop,year
Croatia,HRV,17.03912885,2020
Croatia,HRV,17.03912885,2021
Cyprus,CYP,14.60506695,2000
Cyprus,CYP,14.60506695,2001
Cyprus,CYP,14.60506695,2002
Cyprus,CYP,14.60506695,2003
Cyprus,CYP,14.60506695,2004
Cyprus,CYP,13.84849753,2005
Cyprus,CYP,13.96772736,2006
Cyprus,CYP,14.30002498,2007
Cyprus,CYP,14.97138543,2008
Cyprus,CYP,14.33834468,2009
Cyprus,CYP,14.17908723,2010
Cyprus,CYP,13.59097794,2011
Cyprus,CYP,15.20725851,2012
Cyprus,CYP,15.1225379,2013
Cyprus,CYP,16.42098281,2014
Cyprus,CYP,16.45381286,2015
Cyprus,CYP,15.28336917,2016
Cyprus,CYP,15.61848733,2017
Cyprus,CYP,14.20213938,2018
Cyprus,CYP,14.54051246,2019
Cyprus,CYP,14.54051246,2020
Cyprus,CYP,14.54051246,2021
Czechia,CZE,12.96936316,2000
Czechia,CZE,12.96936316,2001
Czechia,CZE,12.96936316,2002
Czechia,CZE,12.96936316,2003
Czechia,CZE,13.37702,2004
Czechia,CZE,13.35419567,2005
Czechia,CZE,12.44747868,2006
Czechia,CZE,10.88695265,2007
Czechia,CZE,10.4838488,2008
Czechia,CZE,11.12779758,2009
Czechia,CZE,12.75726811,2010
Czechia,CZE,13.1450055,2011
Czechia,CZE,12.54745634,2012
Czechia,CZE,12.30497101,2013
Czechia,CZE,11.06555033,2014
Czechia,CZE,10.89767635,2015
Czechia,CZE,9.893298951,2016
Czechia,CZE,9.35915896,2017
Czechia,CZE,9.117349517,2018
Czechia,CZE,9.011693576,2019
Czechia,CZE,9.011693576,2020
Czechia,CZE,9.011693576,2021
Denmark,DNK,9.748441946,2000
Denmark,DNK,9.748441946,2001
Denmark,DNK,9.748441946,2002
Denmark,DNK,10.92918143,2003
Denmark,DNK,10.71714272,2004
Denmark,DNK,10.28595345,2005
Denmark,DNK,10.10743714,2006
Denmark,DNK,10.14723208,2007
Denmark,DNK,10.41435499,2008
Denmark,DNK,12.27619899,2009
Denmark,DNK,11.62252911,2010
Denmark,DNK,11.28480195,2011
Denmark,DNK,10.8475829,2012
Denmark,DNK,12.02768615,2013
Denmark,DNK,11.20389757,2014
Denmark,DNK,10.75726647,2015
Denmark,DNK,12.16507282,2016
Denmark,DNK,12.37569245,2017
Denmark,DNK,12.14312959,2018
Denmark,DNK,10.72649379,2019
Denmark,DNK,10.72649379,2020
Denmark,DNK,10.72649379,2021
Estonia,EST,19.77887026,2000
Estonia,EST,18.87525207,2001
Estonia,EST,20.02463903,2002
Estonia,EST,19.67753193,2003
Estonia,EST,20.58251138,2004
Estonia,EST,16.06662692,2005
Estonia,EST,15.54790119,2006
Estonia,EST,15.08380622,2007
Estonia,EST,15.28908865,2008
Estonia,EST,16.18327241,2009
Estonia,EST,17.40342343,2010
Estonia,EST,16.40241886,2011
Estonia,EST,16.35570405,2012
Estonia,EST,16.7419284,2013
Estonia,EST,16.57879694,2014
Estonia,EST,15.52431292,2015
Estonia,EST,15.12351254,2016
Estonia,EST,15.43435891,2017
Estonia,EST,15.48169592,2018
Estonia,EST,14.74118537,2019
Estonia,EST,14.74118537,2020
Estonia,EST,14.74118537,2021
Finland,FIN,11.73806779,2000
Finland,FIN,11.73806779,2001
Finland,FIN,11.73806779,2002
Finland,FIN,12.0488198,2003
Finland,FIN,11.72972911,2004
Finland,FIN,11.65031414,2005
Finland,FIN,12.65823694,2006
Finland,FIN,12.57079514,2007
Finland,FIN,11.77824057,2008
Finland,FIN,12.39444249,2009
Finland,FIN,12.44992207,2010
Finland,FIN,12.28918614,2011
Finland,FIN,12.0121565,2012
Finland,FIN,12.59816217,2013
Finland,FIN,12.08609306,2014
Finland,FIN,12.19473342,2015
Finland,FIN,12.19280601,2016
Finland,FIN,12.24828359,2017
Finland,FIN,12.28162963,2018
Finland,FIN,12.98154305,2019
Finland,FIN,12.98154305,2020
Finland,FIN,12.98154305,2021
France,FRA,16.99786733,2000
France,FRA,16.99786733,2001
France,FRA,16.99786733,2002
France,FRA,15.54588406,2003
France,FRA,15.57082901,2004
France,FRA,14.82879528,2005
France,FRA,15.8835602,2006
France,FRA,15.59227107,2007
France,FRA,16.88415486,2008
France,FRA,17.27724675,2009
France,FRA,17.21450488,2010
France,FRA,16.2533772,2011
France,FRA,16.77179695,2012
France,FRA,16.12920059,2013
France,FRA,16.74525124,2014
France,FRA,16.99148046,2015
France,FRA,16.7361363,2016
France,FRA,16.40279519,2017
France,FRA,15.95612129,2018
France,FRA,15.95612129,2019
France,FRA,15.95612129,2020
France,FRA,15.95612129,2021
Germany,DEU,14.49553293,2000
Germany,DEU,14.48091422,2001
Germany,DEU,14.48373349,2002
Germany,DEU,14.99017055,2003
Germany,DEU,14.72619079,2004
Germany,DEU,15.74236351,2005
Germany,DEU,15.24752576,2006
Germany,DEU,15.4872939,2007
Germany,DEU,14.74177726,2008
Germany,DEU,15.49353759,2009
Germany,DEU,15.99760357,2010
Germany,DEU,15.49953594,2011
Germany,DEU,16.24474523,2012
Germany,DEU,16.74937081,2013
Germany,DEU,16.49810446,2014
Germany,DEU,16.99845492,2015
Germany,DEU,17.74678404,2016
Germany,DEU,16.99758852,2017
Germany,DEU,16.9999775,2018
Germany,DEU,16.9999775,2019
Germany,DEU,16.9999775,2020
Germany,DEU,16.9999775,2021
Greece,GRC,22.22447358,2000
Greece,GRC,20.37074982,2001
Greece,GRC,20.37074982,2002
Greece,GRC,20.37074982,2003
Greece,GRC,20.2626934,2004
Greece,GRC,20.16464222,2005
Greece,GRC,21.82918755,2006
Greece,GRC,20.66219728,2007
Greece,GRC,19.52030017,2008
Greece,GRC,19.94269584,2009
Greece,GRC,21.62805955,2010
Greece,GRC,23.418371,2011
Greece,GRC,24.3802022,2012
Greece,GRC,23.87095906,2013
Greece,GRC,23.20018843,2014
Greece,GRC,23.58262395,2015
Greece,GRC,22.21746288,2016
Greece,GRC,21.55065202,2017
Greece,GRC,20.71249285,2018
Greece,GRC,20.78733506,2019
Greece,GRC,20.78733506,2020
Greece,GRC,20.78733506,2021
Hungary,HUN,12.22606424,2000
Hungary,HUN,13.10844904,2001
Hungary,HUN,13.29497348,2002
Hungary,HUN,17.12129357,2003
Hungary,HUN,15.44393884,2004
Hungary,HUN,16.31028171,2005
Hungary,HUN,15.13431204,2006
Hungary,HUN,14.85771036,2007
Hungary,HUN,16.23157408,2008
Hungary,HUN,16.54922652,2009
Hungary,HUN,17.69948238,2010
Hungary,HUN,17.17477616,2011
Hungary,HUN,19.02424331,2012
Hungary,HUN,19.17248246,2013
Hungary,HUN,19.60261563,2014
Hungary,HUN,18.06594807,2015
Hungary,HUN,19.36119548,2016
Hungary,HUN,17.19504376,2017
Hungary,HUN,16.18361809,2018
Hungary,HUN,19.59022065,2019
Hungary,HUN,19.59022065,2020
Hungary,HUN,19.59022065,2021
Ireland,IRL,17.45420894,2000
Ireland,IRL,17.45420894,2001
Ireland,IRL,16.9950034,2002
Ireland,IRL,17.93876628,2003
Ireland,IRL,17.44100984,2004
Ireland,IRL,16.67126044,2005
Ireland,IRL,16.57290243,2006
Ireland,IRL,15.66634613,2007
Ireland,IRL,15.53208763,2008
Ireland,IRL,17.7442313,2009
Ireland,IRL,17.89808996,2010
Ireland,IRL,17.99013488,2011
Ireland,IRL,19.00209472,2012
Ireland,IRL,19.04198966,2013
Ireland,IRL,16.77917411,2014
Ireland,IRL,16.39310552,2015
Ireland,IRL,15.407035,2016
Ireland,IRL,14.83395312,2017
Ireland,IRL,13.65255126,2018
Ireland,IRL,13.65255126,2019
Ireland,IRL,13.65255126,2020
Ireland,IRL,13.65255126,2021
Italy,ITA,21.49276425,2000
Italy,ITA,21.49276425,2001
Italy,ITA,21.49276425,2002
Italy,ITA,20.29652849,2003
Italy,ITA,19.98115212,2004
Italy,ITA,20.63614141,2005
Italy,ITA,20.36045005,2006
Italy,ITA,19.91103949,2007
Italy,ITA,20.53014791,2008
Italy,ITA,20.23682535,2009
Italy,ITA,20.45792309,2010
Italy,ITA,21.03431372,2011
Italy,ITA,21.23340789,2012
Italy,ITA,21.37606253,2013
Italy,ITA,21.5936717,2014
Italy,ITA,22.75043181,2015
Italy,ITA,22.32907662,2016
Italy,ITA,22.62657989,2017
Italy,ITA,21.54270577,2018
Italy,ITA,21.54270577,2019
Italy,ITA,21.54270577,2020
Italy,ITA,21.54270577,2021
Latvia,LVA,19.21175375,2000
Latvia,LVA,19.21175375,2001
Latvia,LVA,19.21175375,2002
Latvia,LVA,17.93698628,2003
Latvia,LVA,19.91442704,2004
Latvia,LVA,19.25847391,2005
Latvia,LVA,17.14609819,2006
Latvia,LVA,19.68337388,2007
Latvia,LVA,21.57067569,2008
Latvia,LVA,20.36381145,2009
Latvia,LVA,22.44950909,2010
Latvia,LVA,20.52105951,2011
Latvia,LVA,20.13817261,2012
Latvia,LVA,18.45372026,2013
Latvia,LVA,18.22747912,2014
Latvia,LVA,17.1276821,2015
Latvia,LVA,18.82819548,2016
Latvia,LVA,19.04222211,2017
Latvia,LVA,18.74695236,2018
Latvia,LVA,17.77847761,2019
Latvia,LVA,17.77847761,2020
Latvia,LVA,17.77847761,2021
Lithuania,LTU,18.32677243,2000
Lithuania,LTU,17.92314402,2001
Lithuania,LTU,18.29402636,2002
Lithuania,LTU,19.43464819,2003
Lithuania,LTU,19.47985448,2004
Lithuania,LTU,19.85463982,2005
Lithuania,LTU,17.00191522,2006
Lithuania,LTU,18.02994619,2007
Lithuania,LTU,20.37158623,2008
Lithuania,LTU,21.97962032,2009
Lithuania,LTU,22.631489,2010
Lithuania,LTU,19.66443603,2011
Lithuania,LTU,20.37847194,2012
Lithuania,LTU,19.57832717,2013
Lithuania,LTU,20.79119235,2014
Lithuania,LTU,19.41671053,2015
Lithuania,LTU,21.78696246,2016
Lithuania,LTU,19.44578537,2017
Lithuania,LTU,18.67736973,2018
Lithuania,LTU,18.75768379,2019
Lithuania,LTU,18.75768379,2020
Lithuania,LTU,18.75768379,2021
Luxembourg,LUX,15.7346244,2000
Luxembourg,LUX,15.7346244,2001
Luxembourg,LUX,15.7346244,2002
Luxembourg,LUX,15.67914897,2003
Luxembourg,LUX,16.71457908,2004
Luxembourg,LUX,16.59870506,2005
Luxembourg,LUX,16.76031371,2006
Luxembourg,LUX,16.60617651,2007
Luxembourg,LUX,17.72984273,2008
Luxembourg,LUX,19.54044632,2009
Luxembourg,LUX,18.39945846,2010
Luxembourg,LUX,19.78681796,2011
Luxembourg,LUX,20.65255374,2012
Luxembourg,LUX,19.69897399,2013
Luxembourg,LUX,17.78567346,2014
Luxembourg,LUX,18.55798346,2015
Luxembourg,LUX,18.43816582,2016
Luxembourg,LUX,21.17916984,2017
Luxembourg,LUX,21.2395945,2018
Luxembourg,LUX,20.71574214,2019
Luxembourg,LUX,20.71574214,2020
Luxembourg,LUX,20.71574214,2021
Malta,MLT,16.27832019,2000
Malta,MLT,16.27832019,2001
Malta,MLT,16.27832019,2002
Malta,MLT,16.27832019,2003
Malta,MLT,16.27832019,2004
Malta,MLT,16.27832019,2005
Malta,MLT,16.27832019,2006
Malta,MLT,17.32997172,2007
Malta,MLT,17.40933725,2008
Malta,MLT,16.98769356,2009
Malta,MLT,16.76041361,2010
Malta,MLT,16.82450727,2011
Malta,MLT,16.76120706,2012
Malta,MLT,15.36181072,2013
Malta,MLT,16.2532258,2014
Malta,MLT,16.00492286,2015
Malta,MLT,15.45511403,2016
Malta,MLT,16.3778715,2017
Malta,MLT,16.52749839,2018
Malta,MLT,14.92256662,2019
Malta,MLT,14.92256662,2020
Malta,MLT,14.92256662,2021
Netherlands,NLD,14.62355353,2000
Netherlands,NLD,14.62355353,2001
Netherlands,NLD,14.62355353,2002
Netherlands,NLD,14.62355353,2003
Netherlands,NLD,14.62355353,2004
Netherlands,NLD,14.00428213,2005
Netherlands,NLD,13.67280112,2006
Netherlands,NLD,13.38532332,2007
Netherlands,NLD,14.01013772,2008
Netherlands,NLD,14.46983583,2009
Netherlands,NLD,14.32162054,2010
Netherlands,NLD,13.75812438,2011
Netherlands,NLD,13.07935581,2012
Netherlands,NLD,13.86315937,2013
Netherlands,NLD,13.60360195,2014
Netherlands,NLD,13.74873063,2015
Netherlands,NLD,14.07584858,2016
Netherlands,NLD,13.63210801,2017
Netherlands,NLD,13.89248431,2018
Netherlands,NLD,14.70844083,2019
Netherlands,NLD,14.70844083,2020
Netherlands,NLD,14.70844083,2021
Poland,POL,17.69747788,2000
Poland,POL,17.74796114,2001
Poland,POL,18.2735961,2002
Poland,POL,19.56942084,2003
Poland,POL,20.2433051,2004
Poland,POL,18.65210037,2005
Poland,POL,18.39384757,2006
Poland,POL,17.92823973,2007
Poland,POL,17.85949789,2008
Poland,POL,17.50448736,2009
Poland,POL,17.39161272,2010
Poland,POL,17.98940182,2011
Poland,POL,17.23558496,2012
Poland,POL,17.52355771,2013
Poland,POL,18.11231663,2014
Poland,POL,17.20427079,2015
Poland,POL,15.94779706,2016
Poland,POL,15.65298664,2017
Poland,POL,15.43578364,2018
Poland,POL,14.73585474,2019
Poland,POL,14.73585474,2020
Poland,POL,14.73585474,2021
Portugal,PRT,19.35893825,2000
Portugal,PRT,19.35893825,2001
Portugal,PRT,19.35893825,2002
Portugal,PRT,19.35893825,2003
Portugal,PRT,18.4159696,2004
Portugal,PRT,16.66737289,2005
Portugal,PRT,17.32418006,2006
Portugal,PRT,19.09266944,2007
Portugal,PRT,18.76248023,2008
Portugal,PRT,18.3377926,2009
Portugal,PRT,17.91434781,2010
Portugal,PRT,17.6961483,2011
Portugal,PRT,18.44331551,2012
Portugal,PRT,20.12648467,2013
Portugal,PRT,19.2069003,2014
Portugal,PRT,19.41784363,2015
Portugal,PRT,17.49896855,2016
Portugal,PRT,17.10524947,2017
Portugal,PRT,16.97441603,2018
Portugal,PRT,16.21080192,2019
Portugal,PRT,16.21080192,2020
Portugal,PRT,16.21080192,2021
Romania,ROU,16.10501999,2000
Romania,ROU,16.63952911,2001
Romania,ROU,17.41093235,2002
Romania,ROU,16.65267302,2003
Romania,ROU,17.3365864,2004
Romania,ROU,16.73229578,2005
Romania,ROU,17.15733221,2006
Romania,ROU,17.14197385,2007
Romania,ROU,16.8683811,2008
Romania,ROU,15.9914802,2009
Romania,ROU,16.47538899,2010
Romania,ROU,15.58522912,2011
Romania,ROU,15.6613564,2012
Romania,ROU,15.84959062,2013
Romania,ROU,26.29175408,2014
Romania,ROU,25.43813772,2015
Romania,ROU,17.40846595,2016
Romania,ROU,25.83698353,2017
Romania,ROU,16.63810623,2018
Romania,ROU,25.14747636,2019
Romania,ROU,25.14747636,2020
Romania,ROU,25.14747636,2021
Slovakia,SVK,12.88545848,2000
Slovakia,SVK,12.88545848,2001
Slovakia,SVK,12.88545848,2002
Slovakia,SVK,12.88545848,2003
Slovakia,SVK,12.88545848,2004
Slovakia,SVK,14.36033809,2005
Slovakia,SVK,11.62971132,2006
Slovakia,SVK,11.13909861,2007
Slovakia,SVK,10.94351886,2008
Slovakia,SVK,10.45199923,2009
Slovakia,SVK,15.06603979,2010
Slovakia,SVK,15.42016611,2011
Slovakia,SVK,15.83929579,2012
Slovakia,SVK,16.34566992,2013
Slovakia,SVK,15.90904592,2014
Slovakia,SVK,15.81186683,2015
Slovakia,SVK,14.50617403,2016
Slovakia,SVK,13.94758222,2017
Slovakia,SVK,14.83837284,2018
Slovakia,SVK,13.09040581,2019
Slovakia,SVK,13.09040581,2020
Slovakia,SVK,13.09040581,2021
Slovenia,SVN,15.22130963,2000
Slovenia,SVN,15.22130963,2001
Slovenia,SVN,15.22130963,2002
Slovenia,SVN,17.81421552,2003
Slovenia,SVN,11.55795541,2004
Slovenia,SVN,11.4533732,2005
Slovenia,SVN,11.55953202,2006
Slovenia,SVN,11.24590933,2007
Slovenia,SVN,10.52755333,2008
Slovenia,SVN,11.42858772,2009
Slovenia,SVN,11.97413741,2010
Slovenia,SVN,12.49600023,2011
Slovenia,SVN,12.86968861,2012
Slovenia,SVN,13.77499941,2013
Slovenia,SVN,13.16988122,2014
Slovenia,SVN,13.00629233,2015
Slovenia,SVN,12.9097839,2016
Slovenia,SVN,11.8033928,2017
Slovenia,SVN,10.61562791,2018
Slovenia,SVN,10.97297456,2019
Slovenia,SVN,10.97297456,2020
Slovenia,SVN,10.97297456,2021
Spain,ESP,19.47889664,2000
Spain,ESP,19.47889664,2001
Spain,ESP,19.47889664,2002
Spain,ESP,19.9552211,2003
Spain,ESP,20.29986012,2004
Spain,ESP,19.74029884,2005
Spain,ESP,20.27367316,2006
Spain,ESP,20.6390647,2007
Spain,ESP,21.35274824,2008
Spain,ESP,21.20499658,2009
Spain,ESP,21.93591555,2010
Spain,ESP,23.10517039,2011
Spain,ESP,22.82785155,2012
Spain,ESP,24.28251993,2013
Spain,ESP,23.5201877,2014
Spain,ESP,23.59794907,2015
Spain,ESP,23.31050961,2016
Spain,ESP,22.86749615,2017
Spain,ESP,22.11929333,2018
Spain,ESP,22.03809904,2019
Spain,ESP,22.03809904,2020
Spain,ESP,22.03809904,2021
Sweden,SWE,12.49960829,2000
Sweden,SWE,12.49960829,2001
Sweden,SWE,12.49960829,2002
Sweden,SWE,12.88315969,2003
Sweden,SWE,12.16682783,2004
Sweden,SWE,14.09618646,2005
Sweden,SWE,12.9269223,2006
Sweden,SWE,13.85494626,2007
Sweden,SWE,14.0709354,2008
Sweden,SWE,14.38029157,2009
Sweden,SWE,14.17247674,2010
Sweden,SWE,13.99601744,2011
Sweden,SWE,14.10522228,2012
Sweden,SWE,15.61831188,2013
Sweden,SWE,14.52490533,2014
Sweden,SWE,14.92616364,2015
Sweden,SWE,15.51854642,2016
Sweden,SWE,14.76274942,2017
Sweden,SWE,15.68241104,2018
Sweden,SWE,15.42698279,2019
Sweden,SWE,15.42698279,2020
Sweden,SWE,15.42698279,2021
